multiplicity,wyckoff_letter,site_symmetry,coordinates
8,g,1,"(x,y,z)"
4,f,2..,"(0,1/2,z)"
4,e,2..,"(0,0,z)"
2,d,-4..,"(0,1/2,3/4)"
2,c,-4..,"(0,1/2,1/4)"
2,b,-4..,"(0,0,1/2)"
2,a,-4..,"(0,0,0)"
