multiplicity,wyckoff_letter,site_symmetry,coordinates
32,g,1,"(x,y,z)"
16,f,..2,"(x,x+1/4,1/8)"
16,e,.2.,"(x,0,1/4)"
16,d,2..,"(0,1/4,z)"
16,c,-1,"(0,0,0)"
8,b,2.2 2,"(0,1/4,1/8)"
8,a,-4..,"(0,1/4,3/8)"
