multiplicity,wyckoff_letter,site_symmetry,coordinates
24,m,1,"(x,y,z)"
12,l,..2,"(1/4,y,y+1/2)"
12,k,..2,"(1/4,y,-y+1/2)"
12,j,2..,"(x,1/2,0)"
12,i,2..,"(x,0,1/2)"
12,h,2..,"(x,0,0)"
8,g,.3.,"(x,x,x)"
6,f,2.2 2,"(1/4,1/2,0)"
6,e,2.2 2,"(1/4,0,1/2)"
6,d,222 . .,"(0,1/2,1/2)"
4,c,.32,"(3/4,3/4,3/4)"
4,b,.32,"(1/4,1/4,1/4)"
2,a,23.,"(0,0,0)"
