multiplicity,wyckoff_letter,site_symmetry,coordinates
96,i,1,"(x,y,z)"
48,h,..m,"(x,x,z)"
24,g,2.m m,"(x,1/4,1/4)"
24,f,2.m m,"(x,0,0)"
16,e,.3m,"(x,x,x)"
4,d,-43m,"(3/4,3/4,3/4)"
4,c,-43m,"(1/4,1/4,1/4)"
4,b,-43m,"(1/2,1/2,1/2)"
4,a,-43m,"(0,0,0)"
