multiplicity,wyckoff_letter,site_symmetry,coordinates
48,e,1,"(x,y,z)"
24,d,2..,"(x,0,1/4)"
16,c,.3.,"(x,x,x)"
8,b,.-3.,"(1/4,1/4,1/4)"
8,a,.-3.,"(0,0,0)"
