multiplicity,wyckoff_letter,site_symmetry,coordinates
24,l,1,"(x,y,z)"
12,k,m..,"(1/2,y,z)"
12,j,m..,"(0,y,z)"
8,i,.3.,"(x,x,x)"
6,h,mm2 . .,"(x,1/2,1/2)"
6,g,mm2 . .,"(x,1/2,0)"
6,f,mm2 . .,"(x,0,1/2)"
6,e,mm2 . .,"(x,0,0)"
3,d,mmm . .,"(1/2,0,0)"
3,c,mmm . .,"(0,1/2,1/2)"
1,b,m-3.,"(1/2,1/2,1/2)"
1,a,m-3.,"(0,0,0)"
