multiplicity,wyckoff_letter,site_symmetry,coordinates
8,d,1,"(x,y,z)"
4,c,..2,"(1/4,1/4,z)"
4,b,..2,"(0,1/2,z)"
4,a,..2,"(0,0,z)"
