multiplicity,wyckoff_letter,site_symmetry,coordinates
96,l,1,"(x,y,z)"
48,k,..m,"(x,x,z)"
48,j,m..,"(0,y,z)"
48,i,..2,"(1/4,y,-y+1/2)"
24,h,m.m 2,"(0,y,y)"
24,g,mm2 . .,"(x,0,1/2)"
16,f,.3m,"(x,x,x)"
12,e,4m. m,"(x,0,0)"
12,d,-4m. 2,"(1/4,0,1/2)"
8,c,.-3m,"(1/4,1/4,1/4)"
6,b,4/mm. m,"(0,1/2,1/2)"
2,a,m-3m,"(0,0,0)"
