multiplicity,wyckoff_letter,site_symmetry,coordinates
12,f,1,"(x,y,z)"
6,e,.m.,"(x,-x,z)"
6,d,..m,"(x,0,z)"
3,c,2mm,"(1/2,0,z)"
2,b,3m.,"(1/3,2/3,z)"
1,a,6mm,"(0,0,z)"
