multiplicity,wyckoff_letter,site_symmetry,coordinates
16,k,1,"(x,y,z)"
8,j,2..,"(x,1/4,1/4)"
8,i,.2.,"(1/4,y,1/4)"
8,h,..2,"(1/4,1/4,z)"
8,g,..2,"(0,0,z)"
8,f,.2.,"(0,y,0)"
8,e,2..,"(x,0,0)"
4,d,222,"(1/4,1/4,3/4)"
4,c,222,"(1/4,1/4,1/4)"
4,b,222,"(0,0,1/2)"
4,a,222,"(0,0,0)"
