multiplicity,wyckoff_letter,site_symmetry,coordinates
8,p,1,"(x,y,z)"
4,o,.2.,"(x,1/2,0)"
4,n,.2.,"(x,0,1/2)"
4,m,.2.,"(x,1/2,1/2)"
4,l,.2.,"(x,0,0)"
4,k,..2,"(x,x,1/2)"
4,j,..2,"(x,x,0)"
4,i,2..,"(0,1/2,z)"
2,h,4..,"(1/2,1/2,z)"
2,g,4..,"(0,0,z)"
2,f,222 .,"(1/2,0,1/2)"
2,e,222 .,"(1/2,0,0)"
1,d,422,"(1/2,1/2,1/2)"
1,c,422,"(1/2,1/2,0)"
1,b,422,"(0,0,1/2)"
1,a,422,"(0,0,0)"
