multiplicity,wyckoff_letter,site_symmetry,coordinates
8,j,1,"(x,y,z)"
4,i,m,"(x,0,z)"
4,h,2,"(0,y,1/2)"
4,g,2,"(0,y,0)"
4,f,-1,"(1/4,1/4,1/2)"
4,e,-1,"(1/4,1/4,0)"
2,d,2/m,"(0,1/2,1/2)"
2,c,2/m,"(0,0,1/2)"
2,b,2/m,"(0,1/2,0)"
2,a,2/m,"(0,0,0)"
