multiplicity,wyckoff_letter,site_symmetry,coordinates
4,u,1,"(x,y,z)"
2,t,..2,"(1/2,1/2,z)"
2,s,..2,"(0,1/2,z)"
2,r,..2,"(1/2,0,z)"
2,q,..2,"(0,0,z)"
2,p,.2.,"(1/2,y,1/2)"
2,o,.2.,"(1/2,y,0)"
2,n,.2.,"(0,y,1/2)"
2,m,.2.,"(0,y,0)"
2,l,2..,"(x,1/2,1/2)"
2,k,2..,"(x,1/2,0)"
2,j,2..,"(x,0,1/2)"
2,i,2..,"(x,0,0)"
1,h,222,"(1/2,1/2,1/2)"
1,g,222,"(0,1/2,1/2)"
1,f,222,"(1/2,0,1/2)"
1,e,222,"(1/2,1/2,0)"
1,d,222,"(0,0,1/2)"
1,c,222,"(0,1/2,0)"
1,b,222,"(1/2,0,0)"
1,a,222,"(0,0,0)"
