multiplicity,wyckoff_letter,site_symmetry,coordinates
24,l,1,"(x,y,z)"
12,k,.m.,"(x,2x,z)"
12,j,m..,"(x,y,1/4)"
12,i,.2.,"(x,0,0)"
6,h,mm2,"(x,2x,1/4)"
6,g,.2/m.,"(1/2,0,0)"
4,f,3m.,"(1/3,2/3,z)"
4,e,3m.,"(0,0,z)"
2,d,-6m2,"(1/3,2/3,3/4)"
2,c,-6m2,"(1/3,2/3,1/4)"
2,b,-6m2,"(0,0,1/4)"
2,a,-3m.,"(0,0,0)"
