multiplicity,wyckoff_letter,site_symmetry,coordinates
8,d,1,"(x,y,z)"
4,c,..2,"(x,x,5/8)"
4,b,.2.,"(1/2,y,0)"
4,a,.2.,"(0,y,0)"
