multiplicity,wyckoff_letter,site_symmetry,coordinates
192,l,1,"(x,y,z)"
96,k,..m,"(x,x,z)"
96,j,m..,"(0,y,z)"
48,i,m.m 2,"(1/2,y,y)"
48,h,m.m 2,"(0,y,y)"
48,g,2.m m,"(x,1/4,1/4)"
32,f,.3m,"(x,x,x)"
24,e,4m. m,"(x,0,0)"
24,d,m.m m,"(0,1/4,1/4)"
8,c,-43m,"(1/4,1/4,1/4)"
4,b,m-3m,"(1/2,1/2,1/2)"
4,a,m-3m,"(0,0,0)"
