multiplicity,wyckoff_letter,site_symmetry,coordinates
48,i,1,"(x,y,z)"
24,h,..2,"(1/8,y,-y+1/4)"
24,g,..2,"(1/8,y,y+1/4)"
24,f,2..,"(x,0,1/4)"
16,e,.3.,"(x,x,x)"
12,d,2.2 2,"(5/8,0,1/4)"
12,c,2.2 2,"(1/8,0,1/4)"
8,b,.32,"(7/8,7/8,7/8)"
8,a,.32,"(1/8,1/8,1/8)"
