multiplicity,wyckoff_letter,site_symmetry,coordinates
16,r,1,"(x,y,z)"
8,q,..m,"(x,y,1/2)"
8,p,..m,"(x,y,0)"
8,o,.m.,"(x,0,z)"
8,n,m..,"(0,y,z)"
8,m,..2,"(1/4,1/4,z)"
4,l,mm2,"(0,1/2,z)"
4,k,mm2,"(0,0,z)"
4,j,m2m,"(0,y,1/2)"
4,i,m2m,"(0,y,0)"
4,h,2mm,"(x,0,1/2)"
4,g,2mm,"(x,0,0)"
4,f,..2/m,"(1/4,1/4,1/2)"
4,e,..2/m,"(1/4,1/4,0)"
2,d,mmm,"(0,0,1/2)"
2,c,mmm,"(1/2,0,1/2)"
2,b,mmm,"(1/2,0,0)"
2,a,mmm,"(0,0,0)"
