multiplicity,wyckoff_letter,site_symmetry,coordinates
32,p,1,"(x,y,z)"
16,o,..m,"(x,y,0)"
16,n,.m.,"(x,0,z)"
16,m,m..,"(0,y,z)"
16,l,2..,"(x,1/4,1/4)"
16,k,.2.,"(1/4,y,1/4)"
16,j,..2,"(1/4,1/4,z)"
8,i,mm2,"(0,0,z)"
8,h,m2m,"(0,y,0)"
8,g,2mm,"(x,0,0)"
8,f,222,"(1/4,1/4,1/4)"
8,e,..2/m,"(1/4,1/4,0)"
8,d,.2/m.,"(1/4,0,1/4)"
8,c,2/m..,"(0,1/4,1/4)"
4,b,mmm,"(0,0,1/2)"
4,a,mmm,"(0,0,0)"
