multiplicity,wyckoff_letter,site_symmetry,coordinates
6,g,1,"(x,y,z)"
3,f,-1,"(1/2,0,1/2)"
3,e,-1,"(1/2,0,0)"
2,d,3..,"(1/3,2/3,z)"
2,c,3..,"(0,0,z)"
1,b,-3..,"(0,0,1/2)"
1,a,-3..,"(0,0,0)"
