multiplicity,wyckoff_letter,site_symmetry,coordinates
96,j,1,"(x,y,z)"
48,i,2..,"(x,1/4,1/4)"
48,h,..2,"(1/2,y,y)"
48,g,..2,"(0,y,y)"
32,f,.3.,"(x,x,x)"
24,e,4..,"(x,0,0)"
24,d,2.2 2,"(0,1/4,1/4)"
8,c,23.,"(1/4,1/4,1/4)"
4,b,432,"(1/2,1/2,1/2)"
4,a,432,"(0,0,0)"
