multiplicity,wyckoff_letter,site_symmetry,coordinates
16,j,1,"(x,y,z)"
8,i,.m.,"(x,0,z)"
8,h,..2,"(x,x+1/2,1/4)"
8,g,..2,"(x,x,0)"
4,f,2mm .,"(0,1/2,z)"
4,e,2mm .,"(0,0,z)"
2,d,-4m2,"(0,1/2,3/4)"
2,c,-4m2,"(0,1/2,1/4)"
2,b,-4m2,"(0,0,1/2)"
2,a,-4m2,"(0,0,0)"
