multiplicity,wyckoff_letter,site_symmetry,coordinates
8,f,1,"(x,y,z)"
4,e,m..,"(0,y,z)"
4,d,.m.,"(x,0,z)"
4,c,..2,"(1/4,1/4,z)"
2,b,mm2,"(0,1/2,z)"
2,a,mm2,"(0,0,z)"
