multiplicity,wyckoff_letter,site_symmetry,coordinates
16,j,1,"(x,y,z)"
8,i,.m.,"(x,1/4,z)"
8,h,m..,"(0,y,z)"
8,g,.2.,"(1/4,y,1/4)"
8,f,2..,"(x,0,0)"
4,e,mm2,"(0,1/4,z)"
4,d,.2/m.,"(1/4,1/4,3/4)"
4,c,.2/m.,"(1/4,1/4,1/4)"
4,b,2/m..,"(0,0,1/2)"
4,a,2/m..,"(0,0,0)"
