multiplicity,wyckoff_letter,site_symmetry,coordinates
8,l,1,"(x,y,z)"
4,k,..2,"(1/4,1/4,z)"
4,j,..2,"(0,1/2,z)"
4,i,..2,"(0,0,z)"
4,h,.2.,"(0,y,1/2)"
4,g,.2.,"(0,y,0)"
4,f,2..,"(x,0,1/2)"
4,e,2..,"(x,0,0)"
2,d,222,"(0,0,1/2)"
2,c,222,"(1/2,0,1/2)"
2,b,222,"(0,1/2,0)"
2,a,222,"(0,0,0)"
