multiplicity,wyckoff_letter,site_symmetry,coordinates
32,i,1,"(x,y,z)"
16,h,.m.,"(0,y,z)"
16,g,..2,"(x,x+1/4,7/8)"
16,f,.2.,"(x,0,0)"
8,e,2mm .,"(0,1/4,z)"
8,d,.2/m.,"(0,0,1/2)"
8,c,.2/m.,"(0,0,0)"
4,b,-4m2,"(0,1/4,3/8)"
4,a,-4m2,"(0,3/4,1/8)"
