multiplicity,wyckoff_letter,site_symmetry,coordinates
4,d,1,"(x,y,z)"
2,c,2..,"(0,1/2,z)"
1,b,4..,"(1/2,1/2,z)"
1,a,4..,"(0,0,z)"
