multiplicity,wyckoff_letter,site_symmetry,coordinates
6,e,1,"(x,y,z)"
3,d,.m.,"(x,-x,z)"
1,c,3m.,"(2/3,1/3,z)"
1,b,3m.,"(1/3,2/3,z)"
1,a,3m.,"(0,0,z)"
