multiplicity,wyckoff_letter,site_symmetry,coordinates
24,r,1,"(x,y,z)"
12,q,m..,"(x,y,1/2)"
12,p,m..,"(x,y,0)"
12,o,.m.,"(x,2x,z)"
12,n,..m,"(x,0,z)"
6,m,mm2,"(x,2x,1/2)"
6,l,mm2,"(x,2x,0)"
6,k,m2m,"(x,0,1/2)"
6,j,m2m,"(x,0,0)"
6,i,2mm,"(1/2,0,z)"
4,h,3m.,"(1/3,2/3,z)"
3,g,mmm,"(1/2,0,1/2)"
3,f,mmm,"(1/2,0,0)"
2,e,6mm,"(0,0,z)"
2,d,-6m2,"(1/3,2/3,1/2)"
2,c,-6m2,"(1/3,2/3,0)"
1,b,6/mmm,"(0,0,1/2)"
1,a,6/mmm,"(0,0,0)"
