multiplicity,wyckoff_letter,site_symmetry,coordinates
8,p,1,"(x,y,z)"
4,o,..2,"(x,x,3/4)"
4,n,..2,"(x,x,1/4)"
4,m,.2.,"(x,1/2,0)"
4,l,.2.,"(x,0,1/2)"
4,k,.2.,"(x,1/2,1/2)"
4,j,.2.,"(x,0,0)"
4,i,2..,"(0,1/2,z)"
4,h,2..,"(1/2,1/2,z)"
4,g,2..,"(0,0,z)"
2,f,2.2 2,"(1/2,1/2,1/4)"
2,e,2.2 2,"(0,0,1/4)"
2,d,222 .,"(0,1/2,1/2)"
2,c,222 .,"(0,1/2,0)"
2,b,222 .,"(1/2,1/2,0)"
2,a,222 .,"(0,0,0)"
