multiplicity,wyckoff_letter,site_symmetry,coordinates
8,f,1,"(x,y,z)"
4,e,.m.,"(x,1/2,z)"
4,d,.m.,"(x,0,z)"
2,c,2mm .,"(0,1/2,z)"
2,b,2mm .,"(1/2,1/2,z)"
2,a,2mm .,"(0,0,z)"
