multiplicity,wyckoff_letter,site_symmetry,coordinates
48,e,1,"(x,y,z)"
24,d,2..,"(x,0,1/4)"
16,c,.3.,"(x,x,x)"
12,b,-4..,"(7/8,0,1/4)"
12,a,-4..,"(3/8,0,1/4)"
