multiplicity,wyckoff_letter,site_symmetry,coordinates
8,i,1,"(x,y,z)"
4,h,2..,"(0,1/2,z)"
4,g,..2,"(x,x+1/2,1/4)"
4,f,..2,"(x,-x+1/2,1/4)"
4,e,2..,"(0,0,z)"
2,d,2.2 2,"(0,1/2,3/4)"
2,c,2.2 2,"(0,1/2,1/4)"
2,b,-4..,"(0,0,1/2)"
2,a,-4..,"(0,0,0)"
