multiplicity,wyckoff_letter,site_symmetry,coordinates
16,n,1,"(x,y,z)"
8,m,..m,"(x,-x,z)"
8,l,.2.,"(x,1/4,1/2)"
8,k,.2.,"(x,1/4,0)"
8,j,..2,"(x,x,1/2)"
8,i,..2,"(x,x,0)"
4,h,2.m m,"(3/4,1/4,z)"
4,g,4..,"(1/4,1/4,z)"
4,f,..2/m,"(0,0,1/2)"
4,e,..2/m,"(0,0,0)"
2,d,-42m,"(3/4,1/4,1/2)"
2,c,-42m,"(3/4,1/4,0)"
2,b,422,"(1/4,1/4,1/2)"
2,a,422,"(1/4,1/4,0)"
