multiplicity,wyckoff_letter,site_symmetry,coordinates
12,l,1,"(x,y,z)"
6,k,m..,"(x,y,1/2)"
6,j,m..,"(x,y,0)"
6,i,2..,"(1/2,0,z)"
4,h,3..,"(1/3,2/3,z)"
3,g,2/m..,"(1/2,0,1/2)"
3,f,2/m..,"(1/2,0,0)"
2,e,6..,"(0,0,z)"
2,d,-6..,"(1/3,2/3,1/2)"
2,c,-6..,"(1/3,2/3,0)"
1,b,6/m..,"(0,0,1/2)"
1,a,6/m..,"(0,0,0)"
