multiplicity,wyckoff_letter,site_symmetry,coordinates
12,g,1,"(x,y,z)"
6,f,.2.,"(x,0,1/4)"
6,e,-1,"(1/2,0,0)"
4,d,3..,"(1/3,2/3,z)"
4,c,3..,"(0,0,z)"
2,b,-3..,"(0,0,0)"
2,a,32.,"(0,0,1/4)"
