multiplicity,wyckoff_letter,site_symmetry,coordinates
192,i,1,"(x,y,z)"
96,h,..2,"(0,y,-y)"
96,g,..m,"(x,x,z)"
48,f,2.m m,"(x,1/8,1/8)"
32,e,.3m,"(x,x,x)"
16,d,.-3m,"(1/2,1/2,1/2)"
16,c,.-3m,"(0,0,0)"
8,b,-43m,"(3/8,3/8,3/8)"
8,a,-43m,"(1/8,1/8,1/8)"
