multiplicity,wyckoff_letter,site_symmetry,coordinates
12,i,1,"(x,y,z)"
6,h,..2,"(x,-x,1/4)"
6,g,-1,"(1/2,0,0)"
4,f,3..,"(1/3,2/3,z)"
4,e,3..,"(0,0,z)"
2,d,3.2,"(2/3,1/3,1/4)"
2,c,3.2,"(1/3,2/3,1/4)"
2,b,-3..,"(0,0,0)"
2,a,3.2,"(0,0,1/4)"
