multiplicity,wyckoff_letter,site_symmetry,coordinates
8,j,1,"(x,y,z)"
4,i,2..,"(0,1/2,z)"
4,h,2..,"(1/2,1/2,z)"
4,g,2..,"(0,0,z)"
4,f,..2,"(x,x,3/4)"
4,e,..2,"(x,x,1/4)"
2,d,-4..,"(1/2,1/2,0)"
2,c,-4..,"(0,0,0)"
2,b,2.2 2,"(1/2,1/2,1/4)"
2,a,2.2 2,"(0,0,1/4)"
