multiplicity,wyckoff_letter,site_symmetry,coordinates
8,f,1,"(x,y,z)"
4,e,..m,"(x,x+1/2,z)"
4,d,2..,"(0,0,z)"
2,c,2.m m,"(0,1/2,z)"
2,b,-4..,"(0,0,1/2)"
2,a,-4..,"(0,0,0)"
