multiplicity,wyckoff_letter,site_symmetry,coordinates
16,n,1,"(x,y,z)"
8,m,m..,"(x,y,0)"
8,l,.2.,"(x,1/2,1/4)"
8,k,.2.,"(x,0,1/4)"
8,j,..2,"(x,x,1/4)"
8,i,2..,"(0,1/2,z)"
4,h,4..,"(1/2,1/2,z)"
4,g,4..,"(0,0,z)"
4,f,222 .,"(0,1/2,1/4)"
4,e,2/m..,"(0,1/2,0)"
2,d,4/m..,"(1/2,1/2,0)"
2,c,422,"(1/2,1/2,1/4)"
2,b,4/m..,"(0,0,0)"
2,a,422,"(0,0,1/4)"
