multiplicity,wyckoff_letter,site_symmetry,coordinates
16,h,1,"(x,y,z)"
8,g,..m,"(x,y,1/4)"
8,f,m..,"(0,y,z)"
8,e,2..,"(x,0,0)"
8,d,-1,"(1/4,1/4,0)"
4,c,m2m,"(0,y,1/4)"
4,b,2/m..,"(0,1/2,0)"
4,a,2/m..,"(0,0,0)"
