multiplicity,wyckoff_letter,site_symmetry,coordinates
16,k,1,"(x,y,z)"
8,j,..2,"(x,x,1/4)"
8,i,.2.,"(x,1/4,1/2)"
8,h,.2.,"(x,1/4,0)"
8,g,2..,"(3/4,1/4,z)"
8,f,2..,"(1/4,1/4,z)"
8,e,-1,"(0,0,0)"
4,d,-4..,"(3/4,1/4,3/4)"
4,c,2.2 2,"(1/4,1/4,1/4)"
4,b,222 .,"(3/4,1/4,0)"
4,a,222 .,"(1/4,1/4,0)"
