multiplicity,wyckoff_letter,site_symmetry,coordinates
192,j,1,"(x,y,z)"
96,i,m..,"(0,y,z)"
96,h,..2,"(1/4,y,y)"
64,g,.3.,"(x,x,x)"
48,f,4..,"(x,1/4,1/4)"
48,e,mm2 . .,"(x,0,0)"
24,d,4/m..,"(0,1/4,1/4)"
24,c,-4m. 2,"(1/4,0,0)"
8,b,m-3.,"(0,0,0)"
8,a,432,"(1/4,1/4,1/4)"
