multiplicity,wyckoff_letter,site_symmetry,coordinates
16,r,1,"(x,y,z)"
8,q,m..,"(x,y,0)"
8,p,.m.,"(1/2,y,z)"
8,o,.m.,"(0,y,z)"
8,n,..2,"(x,x,1/4)"
4,m,m2m .,"(x,1/2,0)"
4,l,m2m .,"(x,0,1/2)"
4,k,m2m .,"(x,1/2,1/2)"
4,j,m2m .,"(x,0,0)"
4,i,2mm .,"(0,1/2,z)"
4,h,2mm .,"(1/2,1/2,z)"
4,g,2mm .,"(0,0,z)"
2,f,-4m2,"(1/2,1/2,1/4)"
2,e,-4m2,"(0,0,1/4)"
2,d,mmm .,"(0,1/2,1/2)"
2,c,mmm .,"(0,1/2,0)"
2,b,mmm .,"(1/2,1/2,0)"
2,a,mmm .,"(0,0,0)"
