multiplicity,wyckoff_letter,site_symmetry,coordinates
4,e,1,"(x,y,z)"
2,d,..2,"(1/2,1/2,z)"
2,c,..2,"(1/2,0,z)"
2,b,..2,"(0,1/2,z)"
2,a,..2,"(0,0,z)"
