multiplicity,wyckoff_letter,site_symmetry,coordinates
12,o,1,"(x,y,z)"
6,n,.m.,"(x,-x,z)"
6,m,m..,"(x,y,1/2)"
6,l,m..,"(x,y,0)"
3,k,mm2,"(x,-x,1/2)"
3,j,mm2,"(x,-x,0)"
2,i,3m.,"(2/3,1/3,z)"
2,h,3m.,"(1/3,2/3,z)"
2,g,3m.,"(0,0,z)"
1,f,-6m2,"(2/3,1/3,1/2)"
1,e,-6m2,"(2/3,1/3,0)"
1,d,-6m2,"(1/3,2/3,1/2)"
1,c,-6m2,"(1/3,2/3,0)"
1,b,-6m2,"(0,0,1/2)"
1,a,-6m2,"(0,0,0)"
