multiplicity,wyckoff_letter,site_symmetry,coordinates
8,g,1,"(x,y,z)"
4,f,.m.,"(x,1/2,z)"
4,e,.m.,"(x,0,z)"
4,d,..m,"(x,x,z)"
2,c,2mm .,"(1/2,0,z)"
1,b,4mm,"(1/2,1/2,z)"
1,a,4mm,"(0,0,z)"
