multiplicity,wyckoff_letter,site_symmetry,coordinates
4,e,1,"(x,y,z)"
2,d,.2.,"(1/2,y,1/4)"
2,c,.2.,"(0,y,1/4)"
2,b,2..,"(x,1/2,0)"
2,a,2..,"(x,0,0)"
