multiplicity,wyckoff_letter,site_symmetry,coordinates
32,h,1,"(x,y,z)"
16,g,..2,"(1/8,1/8,z)"
16,f,.2.,"(1/8,y,1/8)"
16,e,2..,"(x,1/8,1/8)"
16,d,-1,"(1/2,1/2,1/2)"
16,c,-1,"(0,0,0)"
8,b,222,"(1/8,1/8,5/8)"
8,a,222,"(1/8,1/8,1/8)"
