multiplicity,wyckoff_letter,site_symmetry,coordinates
16,k,1,"(x,y,z)"
8,j,..m,"(x,x,z)"
8,i,m..,"(x,y,0)"
8,h,2..,"(0,1/2,z)"
4,g,m.2 m,"(x,-x,0)"
4,f,m.2 m,"(x,x,0)"
4,e,2.m m,"(0,0,z)"
4,d,-4..,"(0,1/2,1/4)"
4,c,2/m..,"(0,1/2,0)"
2,b,m.m m,"(0,0,1/2)"
2,a,m.m m,"(0,0,0)"
