multiplicity,wyckoff_letter,site_symmetry,coordinates
12,d,1,"(x,y,z)"
6,c,2..,"(1/2,0,z)"
4,b,3..,"(1/3,2/3,z)"
2,a,6..,"(0,0,z)"
