multiplicity,wyckoff_letter,site_symmetry,coordinates
8,i,1,"(x,y,z)"
4,h,m..,"(0,y,z)"
4,g,.2.,"(1/4,y,1/4)"
4,f,2..,"(x,1/2,0)"
4,e,2..,"(x,0,0)"
2,d,2/m..,"(0,1/2,0)"
2,c,2/m..,"(1/2,1/2,0)"
2,b,2/m..,"(1/2,0,0)"
2,a,2/m..,"(0,0,0)"
