multiplicity,wyckoff_letter,site_symmetry,coordinates
12,n,1,"(x,y,z)"
6,m,..2,"(x,-x,1/2)"
6,l,..2,"(x,-x,0)"
6,k,.2.,"(x,0,1/2)"
6,j,.2.,"(x,0,0)"
6,i,2..,"(1/2,0,z)"
4,h,3..,"(1/3,2/3,z)"
3,g,222,"(1/2,0,1/2)"
3,f,222,"(1/2,0,0)"
2,e,6..,"(0,0,z)"
2,d,3.2,"(1/3,2/3,1/2)"
2,c,3.2,"(1/3,2/3,0)"
1,b,622,"(0,0,1/2)"
1,a,622,"(0,0,0)"
