multiplicity,wyckoff_letter,site_symmetry,coordinates
16,f,1,"(x,y,z)"
8,e,..2,"(0,1/4,z)"
8,d,.2.,"(1/4,y,0)"
8,c,2..,"(x,0,1/4)"
8,b,-1,"(1/4,1/4,1/4)"
8,a,-1,"(0,0,0)"
