multiplicity,wyckoff_letter,site_symmetry,coordinates
16,l,1,"(x,y,z)"
8,k,..m,"(x,x+1/2,z)"
8,j,m..,"(x,y,1/2)"
8,i,m..,"(x,y,0)"
4,h,m.2 m,"(x,x+1/2,1/2)"
4,g,m.2 m,"(x,x+1/2,0)"
4,f,2.m m,"(0,1/2,z)"
4,e,4..,"(0,0,z)"
2,d,m.m m,"(0,1/2,0)"
2,c,m.m m,"(0,1/2,1/2)"
2,b,4/m..,"(0,0,1/2)"
2,a,4/m..,"(0,0,0)"
