multiplicity,wyckoff_letter,site_symmetry,coordinates
4,g,1,"(x,y,z)"
2,f,2,"(1/2,y,1/4)"
2,e,2,"(0,y,1/4)"
2,d,-1,"(1/2,0,0)"
2,c,-1,"(0,1/2,0)"
2,b,-1,"(1/2,1/2,0)"
2,a,-1,"(0,0,0)"
