multiplicity,wyckoff_letter,site_symmetry,coordinates
16,k,1,"(x,y,z)"
8,j,..m,"(x,x,z)"
8,i,.m.,"(1/4,y,z)"
8,h,..2,"(x,-x,1/2)"
8,g,..2,"(x,-x,0)"
4,f,2mm .,"(3/4,1/4,z)"
4,e,..2/m,"(0,0,1/2)"
4,d,..2/m,"(0,0,0)"
2,c,4mm,"(1/4,1/4,z)"
2,b,-4m2,"(3/4,1/4,1/2)"
2,a,-4m2,"(3/4,1/4,0)"
