multiplicity,wyckoff_letter,site_symmetry,coordinates
8,f,1,"(x,y,z)"
4,e,m..,"(1/2,y,z)"
4,d,m..,"(0,y,z)"
4,c,.m.,"(x,0,z)"
2,b,mm2,"(1/2,0,z)"
2,a,mm2,"(0,0,z)"
