multiplicity,wyckoff_letter,site_symmetry,coordinates
24,j,1,"(x,y,z)"
12,i,..m,"(x,x,z)"
12,h,2..,"(x,1/2,0)"
6,g,2.m m,"(x,1/2,1/2)"
6,f,2.m m,"(x,0,0)"
4,e,.3m,"(x,x,x)"
3,d,-42. m,"(1/2,0,0)"
3,c,-42. m,"(0,1/2,1/2)"
1,b,-43m,"(1/2,1/2,1/2)"
1,a,-43m,"(0,0,0)"
