multiplicity,wyckoff_letter,site_symmetry,coordinates
16,n,1,"(x,y,z)"
8,m,..m,"(x,-x,z)"
8,l,..2,"(x,x,1/2)"
8,k,..2,"(x,x,0)"
8,j,.2.,"(x,1/4,1/4)"
8,i,.2.,"(x,1/4,3/4)"
8,h,2..,"(1/4,1/4,z)"
4,g,2.m m,"(3/4,1/4,z)"
4,f,..2/m,"(0,0,0)"
4,e,..2/m,"(0,0,1/2)"
4,d,2.2 2,"(1/4,1/4,0)"
4,c,222 .,"(1/4,1/4,1/4)"
2,b,-42m,"(3/4,1/4,1/4)"
2,a,-42m,"(1/4,3/4,1/4)"
