multiplicity,wyckoff_letter,site_symmetry,coordinates
16,o,1,"(x,y,z)"
8,n,.m.,"(x,1/4,z)"
8,m,m..,"(0,y,z)"
8,l,..2,"(1/4,0,z)"
8,k,.2.,"(1/4,y,1/2)"
8,j,.2.,"(1/4,y,0)"
8,i,2..,"(x,0,1/2)"
8,h,2..,"(x,0,0)"
4,g,mm2,"(0,1/4,z)"
4,f,.2/m.,"(1/4,1/4,1/2)"
4,e,.2/m.,"(1/4,1/4,0)"
4,d,2/m..,"(0,0,1/2)"
4,c,2/m..,"(0,0,0)"
4,b,222,"(1/4,0,1/2)"
4,a,222,"(1/4,0,0)"
