multiplicity,wyckoff_letter,site_symmetry,coordinates
3,d,1,"(x,y,z)"
1,c,3..,"(2/3,1/3,z)"
1,b,3..,"(1/3,2/3,z)"
1,a,3..,"(0,0,z)"
