multiplicity,wyckoff_letter,site_symmetry,coordinates
12,i,1,"(x,y,z)"
6,h,m..,"(x,y,1/4)"
6,g,.2.,"(x,0,0)"
4,f,3..,"(1/3,2/3,z)"
4,e,3..,"(0,0,z)"
2,d,-6..,"(2/3,1/3,1/4)"
2,c,-6..,"(1/3,2/3,1/4)"
2,b,-6..,"(0,0,1/4)"
2,a,32.,"(0,0,0)"
